"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"TRMT","Tremont Mortgage Trust","2.95","$24.35M","2017","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/trmt",
"TRVN","Trevena, Inc.","1.97","$259.31M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/trvn",
"TRVI","Trevi Therapeutics, Inc.","5.08","$92.66M","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/trvi",
"TPCO","Tribune Publishing Company","10.96","$400.28M","n/a","Consumer Services","Newspapers/Magazines","https://old.nasdaq.com/symbol/tpco",
"TCDA","Tricida, Inc.","14.26","$713.7M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/tcda",
"TCBK","TriCo Bancshares","28.73","$854.98M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/tcbk",
"TDAC","Trident Acquisitions Corp.","10.755","$135.49M","2018","Finance","Business Services","https://old.nasdaq.com/symbol/tdac",
"TDACU","Trident Acquisitions Corp.","10.82","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/tdacu",
"TDACW","Trident Acquisitions Corp.","0.2099","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/tdacw",
"TRIL","Trillium Therapeutics Inc.","10.37","$877.1M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/tril",
"TRS","TriMas Corporation","25.09","$1.14B","2007","Capital Goods","Industrial Specialties","https://old.nasdaq.com/symbol/trs",
"TRMB","Trimble Inc.","50.66","$12.68B","1990","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/trmb",
"TRIB","Trinity Biotech plc","2.1","$50.49M","1992","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://old.nasdaq.com/symbol/trib",
"TCOM","Trip.com Group Limited","27.81","$16.49B","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/tcom",
"TRIP","TripAdvisor, Inc.","21.92","$2.95B","n/a","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/trip",
"TSC","TriState Capital Holdings, Inc.","14.68","$438.31M","2013","Finance","Major Banks","https://old.nasdaq.com/symbol/tsc",
"TSCAP","TriState Capital Holdings, Inc.","23.12","$678.01M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/tscap",
"TSCBP","TriState Capital Holdings, Inc.","22.86","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/tscbp",
"TBK","Triumph Bancorp, Inc.","28.41","$706.03M","2014","Finance","Major Banks","https://old.nasdaq.com/symbol/tbk",
"TBKCP","Triumph Bancorp, Inc.","25.52","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/tbkcp",
"TRVG","trivago N.V.","1.75","$618.28M","2016","Technology","EDP Services","https://old.nasdaq.com/symbol/trvg",
"TRUE","TrueCar, Inc.","4.84","$522.76M","2014","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/true",
"TRUP","Trupanion, Inc.","59.39","$2.09B","n/a","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/trup",
"TRST","TrustCo Bank Corp NY","5.91","$569.92M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/trst",
"TRMK","Trustmark Corporation","23.83","$1.51B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/trmk",
"MEDS","Trxade Group, Inc.","5.65","$45.55M","n/a","Health Care","Other Pharmaceuticals","https://old.nasdaq.com/symbol/meds",
"TSRI","TSR, Inc.","4.6153","$9.06M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/tsri",
"TTEC","TTEC Holdings, Inc.","59.06","$2.76B","1996","Technology","Professional Services","https://old.nasdaq.com/symbol/ttec",
"TTMI","TTM Technologies, Inc.","11.86","$1.27B","2000","Technology","Electrical Products","https://old.nasdaq.com/symbol/ttmi",
"TC","TuanChe Limited","1.45","$109.93M","2018","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/tc",
"TCX","Tucows Inc.","64.81","$684.89M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/tcx",
"TOUR","Tuniu Corporation","1.08","$133.24M","2014","Consumer Services","Transportation Services","https://old.nasdaq.com/symbol/tour",
"TPTX","Turning Point Therapeutics, Inc.","67.1","$2.83B","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/tptx",
"HEAR","Turtle Beach Corporation","18.94","$276.42M","n/a","Capital Goods","Telecommunications Equipment","https://old.nasdaq.com/symbol/hear",
"THCB","Tuscan Holdings Corp.","10.11","$358.77M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/thcb",
"THCBU","Tuscan Holdings Corp.","10.64","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/thcbu",
"THCBW","Tuscan Holdings Corp.","0.46","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/thcbw",
"THCA","Tuscan Holdings Corp. II","9.93","$218.34M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/thca",
"THCAU","Tuscan Holdings Corp. II","10.07","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/thcau",
"THCAW","Tuscan Holdings Corp. II","0.4201","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/thcaw",
"TWIN","Twin Disc, Incorporated","6.82","$91.43M","n/a","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/twin",
"TWST","Twist Bioscience Corporation","65.15","$2.91B","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/twst",
"TYME","Tyme Technologies, Inc.","1.27","$161.14M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/tyme",
"USCR","U S Concrete, Inc.","28.18","$469.81M","n/a","Capital Goods","Building Materials","https://old.nasdaq.com/symbol/uscr",
"USEG","U.S. Energy Corp.","5.89","$8.24M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/useg",
"GROW","U.S. Global Investors, Inc.","3.6","$54.12M","n/a","Finance","Investment Managers","https://old.nasdaq.com/symbol/grow",
"USAU","U.S. Gold Corp.","12.77","$37.29M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/usau",
"USWS","U.S. Well Services, Inc.","0.35","$25.68M","2017","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/usws",
"USWSW","U.S. Well Services, Inc.","0.045","n/a","2017","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/uswsw",
"UCL","uCloudlink Group Inc.","14.371","$404.62M","2020","Consumer Services","Telecommunications Equipment","https://old.nasdaq.com/symbol/ucl",
"UFPI","UFP Industries, Inc.","62.58","$3.83B","1993","Basic Industries","Forest Products","https://old.nasdaq.com/symbol/ufpi",
"UFPT","UFP Technologies, Inc.","43.14","$323.32M","1993","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/ufpt",
"ULTA","Ulta Beauty, Inc.","213.36","$12.01B","2007","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/ulta",
"UCTT","Ultra Clean Holdings, Inc.","27.04","$1.09B","2004","Technology","Semiconductors","https://old.nasdaq.com/symbol/uctt",
"RARE","Ultragenyx Pharmaceutical Inc.","87.94","$5.33B","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/rare",
"ULBI","Ultralife Corporation","6.29","$99.97M","1992","Miscellaneous","Industrial Machinery/Components","https://old.nasdaq.com/symbol/ulbi",
"UMBF","UMB Financial Corporation","53.27","$2.56B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/umbf",
"UMPQ","Umpqua Holdings Corporation","11.28","$2.48B","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/umpq",
"UNAM","Unico American Corporation","4.9","$26M","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/unam",
"LATN","Union Acquisition Corp. II","9.94","$248.5M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/latn",
"LATNU","Union Acquisition Corp. II","10.15","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/latnu",
"LATNW","Union Acquisition Corp. II","0.3499","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/latnw",
"UNB","Union Bankshares, Inc.","18.615","$83.3M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/unb",
"QURE","uniQure N.V.","38.8","$1.72B","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/qure",
"UAL","United Airlines Holdings, Inc.","34.44","$10.02B","n/a","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/ual",
"UBCP","United Bancorp, Inc.","11.18","$66.7M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ubcp",
"UBOH","United Bancshares, Inc.","17.5201","$57.3M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/uboh",
"UBSI","United Bankshares, Inc.","27.46","$3.56B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ubsi",
"UCBI","United Community Banks, Inc.","18.01","$1.56B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ucbi",
"UCBIO","United Community Banks, Inc.","26.94","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ucbio",
"UFCS","United Fire Group, Inc","26.52","$663.83M","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/ufcs",
"UIHC","United Insurance Holdings Corp.","8.24","$354.88M","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/uihc",
"UNFI","United Natural Foods, Inc.","20.18","$1.1B","2019","Consumer Non-Durables","Food Distributors","https://old.nasdaq.com/symbol/unfi",
"UBFO","United Security Bancshares","6.13","$104.07M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ubfo",
"USLM","United States Lime & Minerals, Inc.","95","$534.65M","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://old.nasdaq.com/symbol/uslm",
"UTHR","United Therapeutics Corporation","107.12","$4.76B","1999","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/uthr",
"UG","United-Guardian, Inc.","15.25","$70.06M","n/a","Consumer Non-Durables","Package Goods/Cosmetics","https://old.nasdaq.com/symbol/ug",
"UNIT","Uniti Group Inc.","9.83","$1.91B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/unit",
"UNTY","Unity Bancorp, Inc.","14.02","$149.72M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/unty",
"UBX","Unity Biotechnology, Inc.","3.195","$166.27M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ubx",
"OLED","Universal Display Corporation","184.12","$8.67B","n/a","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/oled",
"UEIC","Universal Electronics Inc.","44.23","$616.19M","1993","Consumer Non-Durables","Consumer Electronics/Appliances","https://old.nasdaq.com/symbol/ueic",
"ULH","Universal Logistics Holdings, Inc.","19.38","$521.69M","n/a","Transportation","Trucking Freight/Courier Services","https://old.nasdaq.com/symbol/ulh",
"USAP","Universal Stainless & Alloy Products, Inc.","7.46","$65.87M","1994","Basic Industries","Steel/Iron Ore","https://old.nasdaq.com/symbol/usap",
"UVSP","Univest Financial Corporation","16.52","$482.83M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/uvsp",
"UMRX","Unum Therapeutics Inc.","3.13","$119.76M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/umrx",
"TTTN","UP Fintech China-U.S. Internet Titans ETF","39.4877","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tttn",
"TIGR","UP Fintech Holding Limited","6.04","$853.22M","2019","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/tigr",
"UPLD","Upland Software, Inc.","34","$981.59M","2014","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/upld",
"UPWK","Upwork Inc.","14.85","$1.79B","2018","Technology","EDP Services","https://old.nasdaq.com/symbol/upwk",
"UONE","Urban One, Inc. ","6.3","$282.83M","n/a","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/uone",
"UONEK","Urban One, Inc. ","1.36","$61.05M","n/a","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/uonek",
"URBN","Urban Outfitters, Inc.","19.7","$1.93B","1993","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/urbn",
"MYT","Urban Tea, Inc.","0.3117","$18.76M","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/myt",
"URGN","UroGen Pharma Ltd.","23.22","$511.39M","2017","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/urgn",
"UROV","Urovant Sciences Ltd.","8.36","$260.68M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/urov",
"ECOL","US Ecology, Inc.","37.81","$1.19B","n/a","Public Utilities","Environmental Services","https://old.nasdaq.com/symbol/ecol",
"ECOLW","US Ecology, Inc.","7.2","n/a","n/a","Public Utilities","Environmental Services","https://old.nasdaq.com/symbol/ecolw",
"USAK","USA Truck, Inc.","10.8","$94.63M","1992","Transportation","Trucking Freight/Courier Services","https://old.nasdaq.com/symbol/usak",
"USIO","Usio, Inc.","2.53","$51.52M","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/usio",
"UTMD","Utah Medical Products, Inc.","83.23","$303.22M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/utmd",
"UTSI","UTStarcom Holdings Corp","1.6","$57.48M","2000","Capital Goods","Telecommunications Equipment","https://old.nasdaq.com/symbol/utsi",
"UXIN","Uxin Limited","1.2","$355.2M","2018","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/uxin",
"VCNX","Vaccinex, Inc.","5.62","$112.93M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/vcnx",
"VLY","Valley National Bancorp","7.74","$3.13B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/vly",
"VLYPO","Valley National Bancorp","24.57","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/vlypo",
"VLYPP","Valley National Bancorp","26.51","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/vlypp",
"VALU","Value Line, Inc.","26.45","$254.26M","1983","Finance","Investment Managers","https://old.nasdaq.com/symbol/valu",
"VNDA","Vanda Pharmaceuticals Inc.","11.2","$612.1M","2006","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/vnda",
"BBH","VanEck Vectors Biotech ETF","158.55","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bbh",
"ANGL","VanEck Vectors Fallen Angel High Yield Bond ETF","30.22","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/angl",
"BJK","VanEck Vectors Gaming ETF","37.675","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bjk",
"PPH","VanEck Vectors Pharmaceutical ETF","64.3116","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pph",
"RTH","VanEck Vectors Retail ETF","149.0186","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rth",
"SMH","VanEck Vectors Semiconductor ETF","171.05","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/smh",
"ESPO","VanEck Vectors Video Gaming and eSports ETF","60.07","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/espo",
"VWOB","Vanguard Emerging Markets Government Bond ETF","80.38","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vwob",
"VNQI","Vanguard Global ex-U.S. Real Estate ETF","48.68","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vnqi",
"VCIT","Vanguard Intermediate-Term Corporate Bond ETF","96.14","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vcit",
"VGIT","Vanguard Intermediate-Term Treasury ETF","70.45","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vgit",
"VIGI","Vanguard International Dividend Appreciation ETF","71.86","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vigi",
"VYMI","Vanguard International High Dividend Yield ETF","54.71","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vymi",
"VCLT","Vanguard Long-Term Corporate Bond ETF","108.4","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vclt",
"VGLT","Vanguard Long-Treasury ETF","99.96","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vglt",
"VMBS","Vanguard Mortgage-Backed Securities ETF","54.42","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vmbs",
"VONE","Vanguard Russell 1000 ETF","155.35","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vone",
"VONG","Vanguard Russell 1000 Growth ETF","220.85","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vong",
"VONV","Vanguard Russell 1000 Value ETF","105.5","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vonv",
"VTWO","Vanguard Russell 2000 ETF","126.07","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vtwo",
"VTWG","Vanguard Russell 2000 Growth ETF","165.39","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vtwg",
"VTWV","Vanguard Russell 2000 Value ETF","92.53","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vtwv",
"VTHR","Vanguard Russell 3000 ETF","153.1819","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vthr",
"VCSH","Vanguard Short-Term Corporate Bond ETF","82.91","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vcsh",
"VTIP","Vanguard Short-Term Inflation-Protected Securities Index Fund","50.8","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vtip",
"VGSH","Vanguard Short-Term Treasury ETF","62.12","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vgsh",
"BND","Vanguard Total Bond Market ETF","88.43","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bnd",
"VTC","Vanguard Total Corporate Bond ETF","92.79","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vtc",
"BNDX","Vanguard Total International Bond ETF","57.97","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bndx",
"VXUS","Vanguard Total International Stock ETF","53.25","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vxus",
"BNDW","Vanguard Total World Bond ETF","81.755","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bndw",
"VREX","Varex Imaging Corporation","12.05","$471.16M","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/vrex",
"VRNS","Varonis Systems, Inc.","118.86","$3.75B","2014","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/vrns",
"VBLT","Vascular Biogenics Ltd.","1.27","$60.83M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/vblt",
"VSTA","Vasta Platform Limited","18.05","$1.5B","2020","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/vsta",
"VXRT","Vaxart, Inc.","9.21","$1.01B","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/vxrt",
"PCVX","Vaxcyte, Inc.","50.69","$2.58B","2020","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/pcvx",
"VBIV","VBI Vaccines, Inc.","3.81","$880.87M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/vbiv",
"VECO","Veeco Instruments Inc.","12.81","$635.62M","1994","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/veco",
"VERO","Venus Concept Inc. ","2.64","$106.48M","2017","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/vero",
"VEON","VEON Ltd.","1.53","$2.68B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/veon",
"VRA","Vera Bradley, Inc.","4.44","$148.3M","2010","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/vra",
"VCYT","Veracyte, Inc.","34.6","$1.99B","2013","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/vcyt",
"VSTM","Verastem, Inc.","1.42","$240.74M","2012","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/vstm",
"VERB","Verb Technology Company, Inc.","1.32","$58.01M","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/verb",
"VERBW","Verb Technology Company, Inc.","0.4294","n/a","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/verbw",
"VCEL","Vericel Corporation","16.52","$747.54M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/vcel",
"VERY","Vericity, Inc.","8.95","$133.13M","2019","Finance","Life Insurance","https://old.nasdaq.com/symbol/very",
"VRME","VerifyMe, Inc.","4.26","$23.75M","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/vrme",
"VRMEW","VerifyMe, Inc.","1.15","n/a","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/vrmew",
"VRNT","Verint Systems Inc.","45.58","$2.94B","2002","Technology","EDP Services","https://old.nasdaq.com/symbol/vrnt",
"VRSN","VeriSign, Inc.","206.15","$23.68B","1998","Technology","EDP Services","https://old.nasdaq.com/symbol/vrsn",
"VRSK","Verisk Analytics, Inc.","187.24","$30.41B","2009","Technology","EDP Services","https://old.nasdaq.com/symbol/vrsk",
"VBTX","Veritex Holdings, Inc.","18.19","$903.09M","2014","Finance","Major Banks","https://old.nasdaq.com/symbol/vbtx",
"VERI","Veritone, Inc.","10.91","$301.15M","2017","Technology","EDP Services","https://old.nasdaq.com/symbol/veri",
"VRNA","Verona Pharma plc","8.35","$432.68M","2017","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/vrna",
"VRRM","Verra Mobility Corporation","10.64","$1.72B","2017","Consumer Services","Transportation Services","https://old.nasdaq.com/symbol/vrrm",
"VRCA","Verrica Pharmaceuticals Inc.","10.06","$259.69M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/vrca",
"VTNR","Vertex Energy, Inc","0.68","$30.98M","n/a","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/vtnr",
"VRTX","Vertex Pharmaceuticals Incorporated","270.07","$70.34B","1991","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/vrtx",
"VERX","Vertex, Inc.","25.63","$3.66B","2020","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/verx",
"VERU","Veru Inc.","2.79","$194.92M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/veru",
"VIAC","ViacomCBS Inc.","27.32","$16.83B","n/a","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/viac",
"VIACA","ViacomCBS Inc.","30.48","$18.78B","n/a","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/viaca",
"VSAT","ViaSat, Inc.","40.94","$2.76B","1996","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/vsat",
"VIAV","Viavi Solutions Inc.","13.56","$3.09B","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/viav",
"VICR","Vicor Corporation","80.57","$3.47B","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/vicr",
"VCTR","Victory Capital Holdings, Inc.","17.46","$1.18B","2018","Finance","Investment Managers","https://old.nasdaq.com/symbol/vctr",
"CIZ","VictoryShares Developed Enhanced Volatility Wtd ETF","28.345","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ciz",
"VSDA","VictoryShares Dividend Accelerator ETF","36.0004","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vsda",
"CEY","VictoryShares Emerging Market High Div Volatility Wtd ETF","19.9697","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cey",
"CEZ","VictoryShares Emerging Market Volatility Wtd ETF","23.849","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cez",
"CID","VictoryShares International High Div Volatility Wtd ETF","26.9265","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cid",
"CIL","VictoryShares International Volatility Wtd ETF","37.3188","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cil",
"CFO","VictoryShares US 500 Enhanced Volatility Wtd ETF","54.7346","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cfo",
"CFA","VictoryShares US 500 Volatility Wtd ETF","54.68","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cfa",
"CSF","VictoryShares US Discovery Enhanced Volatility Wtd ETF","41.6462","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/csf",
"CDC","VictoryShares US EQ Income Enhanced Volatility Wtd ETF","48.2227","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cdc",
"CDL","VictoryShares US Large Cap High Div Volatility Wtd ETF","41.33","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cdl",
"VSMV","VictoryShares US Multi-Factor Minimum Volatility ETF","32.6374","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vsmv",
"CSB","VictoryShares US Small Cap High Div Volatility Wtd ETF","39.1869","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/csb",
"CSA","VictoryShares US Small Cap Volatility Wtd ETF","43.4307","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/csa",
"VIE","Viela Bio, Inc.","34.46","$1.89B","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/vie",
"VMD","Viemed Healthcare, Inc.","10.44","$408.04M","n/a","Health Care","Misc Health and Biotechnology Services","https://old.nasdaq.com/symbol/vmd",
"VRAY","ViewRay, Inc.","3.08","$455.67M","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/vray",
"VKTX","Viking Therapeutics, Inc.","7.74","$563.15M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/vktx",
"VKTXW","Viking Therapeutics, Inc.","6.2813","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/vktxw",
"VBFC","Village Bank and Trust Financial Corp.","31","$45.45M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/vbfc",
"VFF","Village Farms International, Inc.","5.07","$286.32M","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/vff",
"VLGEA","Village Super Market, Inc.","25.59","$372.02M","n/a","Consumer Services","Food Chains","https://old.nasdaq.com/symbol/vlgea",
"VIOT","Viomi Technology Co., Ltd","6.13","$428.23M","2018","Consumer Durables","Consumer Electronics/Appliances","https://old.nasdaq.com/symbol/viot",
"VNOM","Viper Energy Partners LP","10.34","$1.64B","2014","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/vnom",
"VIR","Vir Biotechnology, Inc.","50.43","$6.41B","2019","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/vir",
"VIRC","Virco Manufacturing Corporation","2.315","$36.38M","n/a","Consumer Durables","Industrial Specialties","https://old.nasdaq.com/symbol/virc",
"VTSI","VirTra, Inc.","3.37","$26.15M","n/a","Consumer Durables","Miscellaneous manufacturing industries","https://old.nasdaq.com/symbol/vtsi",
"VIRT","Virtu Financial, Inc.","24.38","$4.71B","2015","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/virt",
